latitude,longitude,name,elevation
49.47658,21.749567,Piotruś,727.9
48.92772,22.229021,Nežabec,1023.0
49.451424,21.743418,Ostra,687.3
49.2142,22.06012,Koszarka,794.0
49.20042,22.14389,Wierch nad Łazem,864.0
49.20998,22.07703,Beskid,809.0
49.20639,22.0984,Głęboki Wierch,888.0
49.15308,22.224665,Czerenin / Černiny,929.0
49.20978,22.19994,Kopa,848.0
49.21729,22.16951,Szczyciska,748.0
49.180126,22.182001,Rydoszowa,880.0
49.20013,22.2353,Matragona,990.0
49.187965,22.16039,Gmyszów Wierch,876.0
49.1524,22.29186,Kiczerka,910.0
49.135742,22.320484,Rypi Wierch / Rypy,1003.0
49.138874,22.303366,Sinkowa / Šipková,995.0
49.17117,22.293255,Rosocha,1084.0
49.21141,22.30474,Hon,820.0
49.180107,22.282188,Hyrlata,1103.0
49.189396,22.265669,Berdo,1041.0
49.11287,22.401957,Płasza,1163.0
49.09138,22.48502,Borsukov vrch / Borsuk,991.0
49.098476,22.428455,Ďurkovec,1189.0
49.130974,22.394802,Szczawnik,1052.0
49.100605,22.467142,Čelo / Czoło,1158.79
49.14961,22.39992,Fereczata,1102.0
49.163322,22.355019,Szczawnik,1098.0
49.174046,22.350693,Małe Jasło,1102.5
49.158024,22.36094,Duże Jasło,1153.4
49.14705,22.366253,Okrąglik / Kruhliak,1101.0
49.182194,22.338037,Worwosoka,1024.0
49.200874,22.386578,Krzemienna,937.0
49.2152,22.4088,Czerenina,981.0
49.154034,22.446062,Kiczerka,754.5
49.135277,22.455729,Jawornik,1021.0
49.200558,22.474203,Wysokie Berdo,968.0
49.186268,22.480139,Smerek,1222.0
49.216682,22.4685,Krysowa,840.0
49.30231,22.096632,Jasieniowa,736.0
49.26874,22.06252,Terpiak,744.0
49.28475,22.09144,Krasna,658.2
49.22737,22.118986,Feszów,693.0
49.28072,22.13466,Kiczera,721.0
49.26192,22.11342,Wierch,611.0
49.234467,22.077677,Czergów,632.0
49.314598,22.045662,Kowalówka,615.5
49.334507,22.047752,Mogiła,604.8
49.364582,22.046864,Popowa,667.4
49.34698,22.06257,Wierch,598.0
49.34732,22.13767,Polanka,712.0
49.313644,22.08299,Dyszowa,718.0
49.320377,22.093555,Karnaflowy Łaz,708.0
49.361233,22.076958,Stanków Łaz,617.2
49.35144,22.10144,Sokoliska,634.0
49.23924,22.225595,Babinka,944.0
49.25295,22.19668,Krąglica,943.0
49.25445,22.1614,Dilec,748.0
49.30565,22.18796,Chryszczata,998.0
49.27239,22.15908,Maguryczne,884.0
49.233955,22.266294,Sasów,1010.0
49.2224,22.27959,Berest,942.0
49.232418,22.244078,Przysłup,1006.0
49.22656,22.26092,Feliszówka,1006.0
49.239872,22.250134,Wołosań,1071.1
49.21948,22.28937,Osina,963.0
49.242954,22.324594,Łopieninka,953.0
