latitude,longitude,name,elevation
33.74589,-118.33615,San Pedro Hill,449.0
34.268997,-118.239,Mount Lukens,1546.6
34.32525,-118.21998,Condor Peak,1658.0
34.29706,-118.02859,Vetter Mountain,1783.0
34.348698,-118.22919,Iron Mountain,1717.5
34.320843,-118.23331,Condor Point,1538.3
34.348377,-118.31373,Mendenhall Peak,1413.1
34.28912,-117.64641,Mount San Antonio,3068.0
34.283443,-118.12032,Strawberry Peak,1879.0
34.215096,-118.28003,Verdugo Peak,951.6
34.270702,-118.10392,Mount Lawlor,1807.0
34.256393,-117.84534,Burro Peak,975.0
34.0564,-117.85034,Buzzard Peak,402.0
34.13699,-118.325836,Cahuenga Peak,553.0
34.46129,-118.440735,Cruzan Mesa,692.0
34.211067,-118.120384,Echo Mountain,968.0
34.163567,-118.19651,Flint Peak,576.0
33.650093,-117.809814,French Hill,130.0
33.923706,-117.776375,Gilman Peak,514.0
34.31139,-117.81034,South Mount Hawkins,2369.0
34.12818,-118.301155,Mount Hollywood,492.0
34.345097,-117.83995,Mount Islip,2518.0
34.333443,-118.38495,Kagel Mountain,1081.0
34.37213,-117.805954,Mount Lewis,2546.0
34.31778,-118.35758,Limerock Peak,905.0
34.19695,-118.04896,Lookout Point,987.0
34.23154,-118.105835,Mount Lowe,1699.0
34.236767,-118.09913,Mount Markham,1746.0
34.339413,-118.26458,Mount McKinley,1497.0
34.030174,-118.09555,Montebello Hills,172.0
33.512527,-117.73422,Niguel Hill,280.0
34.459717,-118.21869,Parker Mountain,1263.0
34.223614,-117.901726,Pine Mountain,1377.0
34.13001,-118.180626,Poppy Peak,302.0
34.35694,-118.09563,Rabbit Peak,1598.0
33.81696,-117.771996,Rattlesnake Peak,221.0
33.74876,-117.79234,Red Hill,74.0
33.827793,-117.75755,Robbers Peak,329.0
34.32482,-117.756584,Ross Mountain,2248.0
34.352497,-118.06868,Roundtop,1908.0
34.272224,-118.01424,Mount Sally,1644.0
34.24324,-118.09857,San Gabriel Peak,1878.0
33.913754,-117.73816,San Juan Hill,543.0
33.60497,-117.81123,Signal Peak,361.0
34.196945,-117.89056,Silver Mountain,1025.0
34.281296,-117.863655,Smith Mountain,1540.0
34.261738,-117.598404,Telegraph Peak,2713.0
34.34909,-118.3443,The Pinnacle,1094.0
34.371128,-117.858116,Mount Williamson,2504.0
34.223873,-118.06119,Mount Wilson,1737.0
34.35851,-117.9357,Winston Peak,2277.0
33.99168,-118.00312,Workman Hill,424.0
34.21399,-118.028015,Mount Zion,1091.0
34.315834,-117.92673,Twin Peaks,2365.0
34.350426,-117.79923,Throop Peak,2779.0
33.710552,-117.534225,Santiago Peak,1734.0
34.35849,-117.76467,Mount Baden-Powell,2860.0
34.359104,-117.7815,Mount Burnham,2740.0
34.208435,-117.97476,Rankin Peak,1606.0
34.26528,-117.60616,Thunder Mountain,2613.0
34.33653,-117.9367,Waterman Mountain,2433.0
34.21556,-118.102394,Muir Peak,1427.0
34.39798,-117.99175,Bare Mountain,1937.0
34.233738,-117.597664,Bighorn Peak,2575.0
34.23684,-118.14705,Brown Mountain,1363.0
34.303326,-117.63635,Dawson Peak,2917.0
34.460487,-118.069115,Mount Emma,1606.0
34.175564,-117.657,Frankish Peak,1245.0
34.19195,-117.83895,Glendora Mountain,1016.0
34.28646,-117.63308,Mount Harwood,2907.0
34.34913,-118.01549,Mount Hillyer,1881.0
34.28841,-117.71332,Iron Mountain,2419.0
34.16084,-117.79756,Johnstone Peak,966.0
34.285633,-118.15394,Josephine Peak,1688.0
34.24854,-117.6751,Lookout Mountain,2036.0
34.227764,-117.62411,Ontario Peak,2640.0
34.381905,-118.03457,Pacifico Mountain,2165.0
34.3136,-117.64451,Pine Mountain,2942.0
33.850292,-117.65394,Sierra Peak,928.0
34.20945,-117.668945,Spring Hill,1231.0
34.19655,-117.66567,Stoddard Peak,1399.0
34.241673,-117.63477,Sugarloaf Peak,2091.0
34.216667,-117.68933,Sunset Peak,1723.0
34.38278,-117.68478,Table Mountain,2288.0
34.24508,-117.59367,Timber Mountain,2521.0
34.384422,-117.90252,Will Thrall Peak,2387.0
34.333847,-117.63378,Wright Mountain,2587.0
34.371666,-117.70978,Inspiration Point,2235.0
34.27068,-117.83857,Chamisal Mesa,956.0
34.38069,-118.19837,Messenger Peak,1833.0
34.2693,-118.17692,Hoyt Mountain,1346.0
34.263058,-117.84562,Bichota Mesa,713.0
34.37134,-118.07122,Granite Mountain,1998.0
34.339085,-118.091354,Iron Mountain,1510.0
33.742146,-117.65151,Irvine Mesa,413.0
34.305855,-118.00745,Mount Mooney,1761.0
33.79639,-117.60655,Pleasants Peak,1211.0
34.12862,-118.23563,Adams Hill,243.0
34.202175,-117.99809,Clamshell Peak,1338.0
34.462772,-117.95507,Cima Mesa,1215.0
34.40222,-117.84562,Devils Chair,1514.0
34.24635,-118.10504,Mount Disappointment,1819.0
34.14329,-118.18352,Eagle Rock,299.0
34.0514,-117.79672,Elephant Hill,349.0
34.37655,-118.177666,Mount Gleason,1990.0
34.126118,-118.15174,Grace Hill,247.0
34.220276,-117.66819,Hog Back,1179.0
34.11501,-117.714226,Indian Hill,418.0
33.749184,-118.09479,Landing Hill,18.0
34.386387,-118.32897,Magic Mountain,1477.0
34.099453,-118.29397,Olive Hill,141.0
34.385677,-117.88599,Pallett Mountain,2359.0
33.593163,-117.838715,Pelican Hill,222.0
34.16571,-117.691956,Potato Mountain,1018.0
34.1139,-117.62172,Red Hill,449.0
34.430275,-117.864784,Sandrocks,1326.0
33.877514,-117.67894,Scully Hill,280.0
33.79974,-118.1634,Signal Hill,110.0
34.31,-118.38369,Sugarloaf,630.0
33.55029,-117.75485,Temple Hill,313.0
34.48555,-118.3173,Vasquez Rocks,797.0
34.113342,-117.81478,Way Hill,327.0
34.455273,-118.28647,Three Sisters Rock,897.0
34.488605,-118.344246,Saddleback Mountain,930.0
33.709045,-117.65405,Bolero Point,534.0
33.713257,-117.62136,Flores Peak,566.0
34.27184,-117.77703,Rattlesnake Peak,1776.0
34.19717,-118.25916,Tongva Peak,803.0
34.341576,-118.40771,Contract Point,1108.0
33.766983,-117.57796,Bedford Peak,1161.0
33.755527,-117.535706,Bald Peak,1197.0
34.186546,-118.05282,Jones Peak,1029.0
34.124676,-118.28791,Glendale Peak,361.0
34.13439,-118.29352,Bee Rock,322.0
34.135418,-118.302025,Mount Bell,482.0
34.13673,-118.30821,Mount Chapel,492.0
34.12849,-118.27734,Beacon Hill,305.0
34.133797,-118.300354,Taco Peak,479.0
34.13639,-118.304115,Mount Baby Bell,447.0
33.807114,-117.91992,Grizzly Peak,33.5
34.21326,-117.96959,Monrovia Peak,1649.0
34.287132,-117.65404,West Baldy,3044.0
34.135956,-118.33212,Burbank Peak,515.0
34.222786,-117.58542,Cucamonga Peak,2695.0
34.134583,-118.32197,Mount Lee,521.0
34.34132,-117.80571,Mount Hawkins,2677.0
34.20471,-117.64471,Turtle's Beak,2090.0
33.9551,-117.89575,Puente Hills,435.0
34.12869,-118.205795,Fiji Hill,264.0
34.204784,-118.06389,Mount Yale,1451.0
33.891922,-117.90173,East Coyote Hills,154.0
34.352413,-117.91687,Akawie Peak,2220.0
34.228287,-117.57253,Etiwanda Peak,2640.0
33.934322,-117.56098,Beacon Hill,310.0
34.37002,-117.88346,Goodykoontz peak,2304.0
34.23509,-118.08367,Occidental Peak,1736.0
34.213238,-118.06219,Mount Harvard,1640.0
33.719574,-117.54408,Modjeska Peak,1675.0
33.913765,-117.50951,Two-bit,444.0
34.389988,-117.90931,Pleasant View Ridge,2433.0
34.1847,-117.95102,Mount Bliss,1121.0
34.24201,-118.16872,Wella's Peak,910.0
33.764675,-118.37585,Ridgecrest Hill,402.0
34.18743,-118.20768,Cerro Negro,575.0
34.00092,-118.012634,Whittier Hill,384.0
34.24901,-118.11477,Mount Deception,1767.0
33.918457,-117.52879,Forget-Me-Not Hill,430.0
34.313602,-117.59501,Gobblers Knob,2115.0
34.017616,-118.38169,Baldwin Hills,128.0
33.903168,-117.97588,West Coyote Hills,164.0
33.902714,-117.949455,West Coyote Hills,162.0
34.187542,-117.70021,Sunset Point,1646.0
34.192787,-117.69759,Colver Peak,1670.0
33.91536,-117.74577,Andersen Bump,482.0
34.273106,-117.603165,North Thunder,2497.0
34.24614,-117.8597,Burrito Peak,765.0
34.19651,-117.59268,Calamity Peak,1768.0
34.20476,-117.59389,Greater Calamity Peak,2068.0
34.334816,-117.81412,Middle Hawkins,2593.0
34.215862,-117.542595,Buck Point,1961.0
34.314434,-118.199104,Fox Mountain,1534.0
34.476177,-118.05243,Old Mount Emma,1.0
34.4216,-118.07208,Cole Point,1708.1
34.343098,-118.475235,Tophat,951.0
34.32303,-117.81469,Sadie Hawkins,2453.0
34.346535,-117.81614,Neight Thousand,2438.0
34.36761,-117.629234,East Table Mountain,2066.0
34.312477,-117.67519,Wild View Peak,2212.0
34.20878,-118.1067,West Fuji,1121.969
34.352222,-118.42924,May Peak,1203.0
34.413612,-118.058075,Peak 5881,1793.0
33.637146,-117.8151,Chaparral Hill,162.53
