latitude,longitude,name,elevation
39.13668,46.33194,Խուստուփ,3210.0
38.648727,46.030964,جله داغی,3101.0
38.65103,45.889004,قیزیل داغی,2747.0
38.661007,45.80939,بوغدا داغی,2343.0
38.713554,45.72889,جب داغی,2649.0
38.720493,45.783405,میاب داغی,2718.0
38.719032,45.9103,پشته باشی,2858.0
38.7555,45.824547,قانلی داغی,3275.0
38.576504,46.03879,داش دربند,3039.0
38.6005,46.051826,سلطان جهانگیر,3265.0
38.61601,46.05636,آغ قیه,3205.0
38.757935,45.69036,قره گوز داغی,2474.0
38.758976,45.562874,قوزو قیه سی,2281.0
38.76162,45.62275,پالچیخلی داغی,2127.0
38.758423,46.479008,امر داغی,2533.0
38.758965,46.439053,نازنین داغی,2577.0
38.765938,46.421642,سئحراما,2447.0
38.777863,46.388042,دلبشک,2248.0
39.159172,46.002777,Qapıcıq - Կապուտջուղ,3870.0
39.468155,46.249184,Եռաբլուր,2124.0
39.0315,46.45059,Նավսաքար,1949.0
39.31038,46.180794,Արամազդ,3399.0
39.446404,46.246555,Ուլիկ,2027.0
39.46602,46.264816,Անտառասար,2029.0
39.37734,46.26739,Աչաքար,1525.0
39.350616,46.1795,Կարմրակող,2712.0
39.34353,46.146526,Զույգսար,2712.0
39.36687,46.28768,Հարսնավազ,2010.0
39.372375,46.30292,Նավիկ,1943.0
39.359756,46.0406,Շիխա,2656.0
39.342434,46.25515,Չռչըռ,2280.0
39.37503,46.085274,Քարաժայռ,2931.0
39.479305,46.22474,Քարաբլուր,2193.0
39.317562,46.058914,Գեղաքար,3348.0
39.332058,46.09713,Երկաթասար,3211.0
39.289814,46.22582,Թարկատար,3277.0
39.263187,46.28167,Կատար,3012.0
39.275433,46.066273,Գառնականջ,2820.0
39.033867,46.324963,Պայազատի Սար,2825.0
39.04421,46.299137,Ճգնավոր,3024.0
39.176594,46.314415,Կամբախ,2971.0
39.292503,46.068176,Սևժայռ,3083.0
39.306015,46.24929,Կապնուսար,2818.0
39.331852,46.211006,Գահանիստ,2510.0
39.372753,46.211678,Մենածառ,2077.0
39.286076,46.1772,Այրածո,3006.0
39.09084,46.295086,Բաղացսար,3249.0
39.190357,46.29897,Գայլասար (Գելդաղ),2669.0
39.018784,46.3834,Գյումորանց,2365.0
39.076126,46.1253,Տոնասար,3355.0
