latitude,longitude,name,elevation
56.268475,160.55858,Эульченок,562.1
56.22671,160.76414,Туило,863.3
56.228367,160.70126,Караульная,1116.2
56.261166,160.8003,Домашняя,483.0
56.148705,160.70209,Лавовый Шиш,1695.3
56.2189,160.81853,кратер Туило,514.1
56.20578,160.8473,Забытая,618.3
56.1503,160.82118,кратер Подкова,871.0
56.006744,160.75032,Апахончичь,1428.0
55.841137,160.67772,Горный Зуб,2242.0
55.79519,160.68546,Сухая,1266.0
55.79968,160.81306,Медвежья,965.0
55.714355,160.6138,Голубичная,1027.0
55.676987,160.66982,Обрыв,1038.0
55.57197,161.02646,Успенская,1557.0
55.59967,160.96439,Стол,1378.0
55.56986,161.15932,Нос,1318.0
55.88186,161.2809,Горбатая,1098.0
