latitude,longitude,name,elevation
47.219723,-107.3462,Adams Rocky Butte,967.0
46.922222,-106.66393,Black Hills,944.0
46.79444,-106.970894,Blacktail Butte,1040.0
46.952774,-107.03174,Blazier Butte,1003.0
47.192223,-107.33648,Boslough Butte,966.0
46.93472,-107.141464,Crown Butte,1086.0
47.16083,-106.90006,Darby Buttes,926.0
47.22889,-107.30842,Elephant Butte,950.0
46.94444,-107.265915,Emma Butte,1042.0
47.046387,-107.02035,Fig Mountain,1045.0
46.679993,-106.91756,Gold Butte,906.0
47.01944,-107.31231,Hawks Nest,1070.0
47.033607,-107.09952,Joe Ott Butte,1011.0
47.033886,-107.45676,Kirts Butte,1022.0
47.02555,-107.43037,Manlove Butte,1058.0
46.945274,-107.38258,McGinnis Butte,1059.0
46.86111,-106.64088,Montgomery Hill,937.0
46.9475,-106.93145,Mother Butte,1047.0
47.026386,-107.46315,Mows Butte,1018.0
47.31475,-106.897484,Pikes Peak,815.0
47.00583,-107.32703,Robbers Roost,1081.0
46.797775,-106.65699,Round Butte,916.0
46.924717,-107.23814,School Butte,1053.0
46.75111,-106.59448,Sunday Butte,962.0
46.85861,-106.673935,Three Buttes,963.0
47.1725,-107.39537,Twin Buttes,1000.0
46.818054,-106.65977,The Big Hill,969.0
47.331947,-107.082855,Smoky Butte,913.0
47.408615,-107.105354,Haystack Butte,907.0
47.407223,-107.03063,Castle Butte,856.0
47.45667,-107.02924,Sage Hen Buttes,913.0
47.486393,-107.07063,Biscuit Butte,922.0
46.988888,-106.835335,McGraw Butte,907.0
47.028053,-106.58782,Phillips Buttes,881.0
