latitude,longitude,name,elevation
61.775112,24.815647,Töyryvuori,215.7
62.251125,24.633804,Iso-Mittamo,180.0
62.23134,24.63917,Monttosvuori,180.0
62.25334,24.624107,Tonttumäki,160.0
62.260357,24.624063,Haukkavuori,166.6
62.01595,24.649845,Mäntänvuori,190.0
61.924618,25.3768,Koiravuori,143.0
61.92293,25.390104,Koterovuori,128.0
62.004242,25.460806,Lahdenvuori,200.0
61.764313,24.518309,Haapavuori,183.0
61.777878,24.522804,Kolhinvuori,167.0
61.87772,24.605309,Venäläisvuori,232.0
62.216732,25.497108,Kuusimäki,184.0
62.224518,25.435535,Saukkovuori,195.0
62.16924,25.45764,Ylipuolenmäki,185.0
62.17245,25.424477,Myllyvuori,155.0
61.652946,25.142338,Sarvavuori,175.0
62.23804,24.56305,Honkavuori,211.8
62.12322,25.085295,Kotivuori,170.0
62.12516,25.124552,Papinvuori,155.0
62.13467,25.126398,Kalmavuori,190.0
62.13456,25.144419,Kilpavuori,195.0
62.13251,25.049362,Näkötorninmäki,210.0
61.9219,24.900408,Lepovuori,185.0
62.166443,25.407955,Kiiskivuori,158.0
61.84809,25.165226,Vuorenpäänvuori,125.0
61.939987,24.674826,Harvavuori,150.0
62.09579,25.467037,Ketunpesämäki,205.0
62.09722,25.461031,Mäyrämäki,213.0
62.088284,25.459578,Raittilanmäki,245.0
61.994205,25.303146,Tevätvuori,225.0
62.005577,25.326904,Kirvesmäki,153.0
62.006157,25.354431,Mustaniemenmäki,170.0
61.991024,25.343126,Isonkivenmäki,193.0
62.00824,25.31207,Kylmälahdenkallio,140.0
62.0081,25.27281,Pullilanvuori,230.0
62.00249,25.267834,Lippamäki,200.0
61.989067,25.386799,Matomäki,173.0
61.974228,25.369139,Lintumäki,159.0
61.977333,25.367224,Haapamäki,166.0
61.969116,25.410463,Palovuori,185.0
61.95018,25.434652,Paljakko,175.0
61.967236,25.432343,Surmamäki,175.0
61.97119,25.431421,Papinvuori,200.0
61.972813,25.437109,Papinmäki,200.0
61.970306,25.445066,Ojalanvuori,193.0
61.985527,25.43702,Mustamäki,200.0
61.984344,25.42596,Rappukallio,170.0
61.989307,25.475157,Konttivuori,150.0
61.97353,25.493435,Luomasenvuori,198.0
62.03553,25.376062,Kattilavuori,190.0
61.978535,25.337795,Harjunmäki,170.0
61.926037,25.494074,Ahvenusmäki,205.0
61.91697,25.481909,Lutakonvuori,140.0
61.94186,25.457567,Laviovuori,195.0
61.94879,25.454784,Saapasvuori,198.0
61.97223,25.479647,Seiväsvuori,213.0
61.9623,25.461851,Kukkovuori,195.0
61.958305,25.461271,Sydänmaanvuori,188.0
61.95981,25.475477,Kauravaisvuori,205.0
61.962723,25.47934,Paljakko,205.0
61.98306,25.454222,Autionvuori,195.0
61.994774,25.499119,Hakalanvuori,215.0
62.155636,25.494669,Pohjolanmäki,151.0
62.164715,25.483479,Majalanmäki,170.0
62.1629,25.471464,Piilolanmäki,164.0
62.177086,25.446537,Lampilanvuori,168.0
62.178265,25.479351,Sutolanmäki,130.0
62.18861,25.447632,Reksulanvuori,126.0
62.19253,25.441668,Hiisimäki,138.0
62.18958,25.436325,Kopolanmäki,140.0
62.193542,25.461363,Mäkiahonvuori,152.0
62.208656,25.45126,Nälkömäki,210.0
62.221928,25.415733,Pössy,193.0
62.23981,25.44556,Kellovuori,193.0
62.236595,25.465515,Mustalamminvuori,168.0
62.246372,25.453083,Marjovuori,170.0
62.23096,25.483215,Saarimäki,157.0
62.140137,25.483265,Pöykynvuori,137.0
62.006207,25.473017,Kulomäki,218.0
62.005154,25.488026,Rimminmäki,210.0
62.011707,25.452076,Pahanmäki,210.0
62.014225,25.450403,Sipilänmäki,195.0
62.015152,25.468836,Myllymäki,235.0
62.00822,25.436798,Halkomäki,180.0
62.01057,25.433681,Nikkilänvuori,188.0
62.009293,25.423038,Lahnamäki,180.0
62.017006,25.499237,Punasuonmäki,185.0
62.02104,25.479668,Nälkämäki,225.0
62.03565,25.47061,Kurkelanmäki,220.0
62.025192,25.497274,Moisionmäki,213.0
