latitude,longitude,name,elevation
20.707275,-156.25629,Kolekole,3052.44
20.707989,-156.25069,Magnetic Peak,3052.0
20.713846,-156.24983,Pākaʻaoʻao,3006.0
20.72694,-156.2417,Kilohana,2906.0
20.602303,-156.3634,Pōhākea,354.0
20.721933,-156.03888,Puʻuhoʻolewa,845.0
20.823925,-156.29749,Puʻuonepohue,817.0
20.64228,-156.36511,Maunanu,1062.0
20.6905,-156.29309,Kanahau,2660.0
20.66511,-156.07349,Papaloa,389.0
20.660715,-156.35248,Puu Makua,1600.0
20.872509,-156.30841,Puʻuomālei,453.0
20.610481,-156.3711,Pimoe,537.0
20.77229,-156.24438,Puʻunianiau,2088.0
20.650095,-156.36218,Keonehunehune,1335.0
20.822704,-156.36871,Puu o Koha,317.0
20.746288,-156.29889,Puʻumaho,1351.0
20.60273,-156.41821,Puu o Kanaloa,60.0
20.878124,-156.33423,Kamole,337.0
20.718357,-156.19357,Puʻunaue,2343.0
20.701487,-156.17328,Haleakalā,2502.0
20.696299,-156.2818,Kalepeamoa,2768.0
20.875317,-156.36389,Puʻuokaiʻa,202.0
20.812511,-156.2904,Puʻuʻalaea,998.0
20.730906,-156.16663,Kalua Awa,2301.0
20.916698,-156.2829,Kuloli,258.0
20.669687,-156.06458,Puʻuʻahuʻula,405.0
20.635933,-156.3775,Luapelani,866.0
20.847301,-156.1372,Puʻuililua,113.0
20.709482,-156.2215,Puʻuopele,2466.0
20.866283,-156.30371,Puʻukiʻi,492.0
20.754282,-155.9815,Kaʻuiki Head,116.0
20.718332,-156.206,Kaulupō,2295.0
20.729504,-156.1875,Puʻukumu,2328.0
20.739695,-156.03119,Koaʻekea,902.0
20.651314,-156.3703,Keonenelu,1207.0
20.866894,-156.25171,Ulalena,654.0
20.77131,-156.38208,Puʻukahala,342.0
20.766733,-156.0622,Pākī,978.0
20.723093,-156.15521,Lāʻie Puʻu,2066.0
20.648506,-156.38611,Puʻukaʻeo,862.0
20.672312,-156.383,Puʻuʻio,854.0
20.713083,-156.18903,Puʻukauaua,2246.0
20.738108,-156.1438,Puʻuʻalaea,2333.0
20.606514,-156.3294,Hōkūkano,441.0
20.639717,-156.36792,Kaimalo‘o,1041.0
20.614693,-156.41339,Kalua o Lapa,142.0
20.69288,-156.22821,Puʻualiʻi,2452.0
20.716686,-156.22778,Kamaʻoliʻi,2490.0
20.685312,-156.11438,Puʻuahulili,1417.0
20.626535,-156.16852,Puu Maneoneo,104.0
20.765696,-156.05048,Puʻupūʻou,866.0
20.64094,-156.31128,Puʻukao,1055.0
20.722727,-156.17438,Honokahua,2197.0
20.761484,-156.0061,Helani,203.0
20.783884,-156.05878,Puʻuhīnaʻi,503.0
20.72291,-156.18958,Puʻumāmane,2319.0
20.903088,-156.27649,Kapuai o Kamehameha,345.0
20.892895,-156.3175,Kauhikoa,369.0
20.898693,-156.396,Puʻunēnē,48.0
20.735483,-156.0011,Pahūolonā,270.0
20.733103,-156.38739,Puʻuokali,443.0
20.697886,-156.0481,Puʻukue,888.0
20.711313,-156.02808,Puʻumāhoe,563.0
20.671335,-156.3346,Polipoli,1961.0
20.707895,-156.06769,Kaumakani,1400.0
20.729136,-156.1817,Maunahina,2453.0
20.710337,-156.13647,Kuiki,2300.0
20.755136,-155.99548,Puʻuokahaula,163.0
20.852123,-156.29382,Piʻiholo,686.0
20.730295,-156.14038,Pōhakupālaha,2466.0
20.793713,-156.28333,Puʻumahanalua,1225.0
20.75172,-156.2691,Puʻupahu,1902.0
20.676096,-156.07281,Palikea,675.0
20.717112,-156.15851,ʻŌʻilipuʻu,2099.0
20.647104,-156.34491,Puu Ouli,1329.0
20.648079,-156.42188,Oanapuka,203.0
20.903332,-156.38568,Olopua,31.0
20.919933,-156.33142,Puu o Umi,191.0
20.638681,-156.29218,Uma,968.0
20.640083,-156.3764,Kulanapahu,992.0
20.755688,-156.2489,Puʻuoili,2222.0
20.749521,-156.0163,Puʻukī,512.0
20.742136,-156.02258,Kaihuokalā,746.0
20.689707,-156.01959,Makaliʻihānau,186.0
20.719126,-155.98901,Puʻuhele,37.0
20.71992,-156.182,Nāmanaokeakua,2256.0
20.64332,-156.14978,Pōhakuloa,269.0
20.720102,-156.34668,Waiohuli,881.0
20.678904,-156.3219,Puʻukeōkea,2149.0
20.631905,-156.3844,Puʻumāhoe,803.0
20.804333,-156.3161,Puʻupane,781.0
20.731089,-156.14893,Lauʻulu,2515.0
20.677134,-156.27368,Kāhua,2174.0
20.800304,-156.24231,Puʻuokākaʻe,1517.0
20.726328,-156.00763,Keākamanu,381.0
20.716928,-156.2044,Kamoaopele,2343.0
20.61689,-156.40417,Puʻunaio,318.0
20.719309,-156.4002,Kekuawahaʻulaʻula,333.0
20.845287,-156.35718,Kailua,313.0
20.706919,-156.37451,Kamahale,650.0
20.706125,-156.0492,Puʻuhoʻolio,1052.0
20.767893,-156.03241,Olopawa,561.0
20.642282,-156.29291,Manukani,1098.0
20.718699,-156.19879,Halāliʻi,2318.0
20.821484,-156.3324,Puʻuoweli,539.0
20.86311,-156.17462,Puʻuokoholā,257.0
20.7187,-156.21942,Puʻuomāui,2477.0
